model_name,enable_scaling,pca_components,score_mean,score_std,pca_max_ratio,pca_min_ratio
RandomForestClassifier,False,12,0.76829836829836828,0.1627123113519873,0.44277345135339236,0.0094188444376971988
VotingClassifier,False,12,0.71678321678321677,0.17745956110494632,0.44277345135339236,0.0094188444376971988
GaussianProcessClassifier,False,13,0.63449883449883449,0.19432906712640777,0.44277345135339236,0.0083554459859530097
KNeighborsClassifier,False,13,0.68193473193473197,0.17351897430684282,0.44277345135339236,0.0083554459859530097
DecisionTreeClassifier,False,13,0.64906759906759903,0.083365846918158959,0.44277345135339236,0.0083554459859530097
SVC,False,13,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.0083554459859530097
NuSVC,False,13,0.70163170163170163,0.12703267661318768,0.44277345135339236,0.0083554459859530097
LinearSVC,False,13,0.59836829836829841,0.20386457846074224,0.44277345135339236,0.0083554459859530097
AdaBoostClassifier,False,13,0.76853146853146848,0.13660866953454501,0.44277345135339236,0.0083554459859530097
GradientBoostingClassifier,False,13,0.78111888111888106,0.11911433315537447,0.44277345135339236,0.0083554459859530097
RandomForestClassifier,False,13,0.71981351981351982,0.12282601835739643,0.44277345135339236,0.0083554459859530097
VotingClassifier,False,13,0.70291375291375291,0.175773805462135,0.44277345135339236,0.0083554459859530097
GaussianProcessClassifier,False,14,0.65116550116550109,0.20670011197715848,0.44277345135339236,0.0059960660350929802
KNeighborsClassifier,False,14,0.68193473193473197,0.17351897430684282,0.44277345135339236,0.0059960660350929802
DecisionTreeClassifier,False,14,0.71573426573426568,0.10201724310152363,0.44277345135339236,0.0059960660350929802
SVC,False,14,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.0059960660350929802
NuSVC,False,14,0.68624708624708619,0.14867638311069006,0.44277345135339236,0.0059960660350929802
LinearSVC,False,14,0.59836829836829841,0.20386457846074224,0.44277345135339236,0.0059960660350929802
AdaBoostClassifier,False,14,0.7672494172494172,0.11983460581960934,0.44277345135339236,0.0059960660350929802
GradientBoostingClassifier,False,14,0.79778554778554778,0.11942378086823668,0.44277345135339236,0.0059960660350929802
RandomForestClassifier,False,14,0.66678321678321673,0.14664089074748277,0.44277345135339236,0.0059960660350929802
VotingClassifier,False,14,0.64988344988344982,0.17613009497946308,0.44277345135339236,0.0059960660350929802
GaussianProcessClassifier,False,15,0.63449883449883449,0.19432906712640777,0.44277345135339236,0.0053473254456371661
KNeighborsClassifier,False,15,0.68193473193473197,0.17351897430684282,0.44277345135339236,0.0053473254456371661
DecisionTreeClassifier,False,15,0.69650349650349652,0.11861652990955039,0.44277345135339236,0.0053473254456371661
SVC,False,15,0.56678321678321686,0.020389942408307295,0.44277345135339236,0.0053473254456371661
NuSVC,False,15,0.668065268065268,0.15887392667328679,0.44277345135339236,0.0053473254456371661
LinearSVC,False,15,0.61503496503496513,0.19847653307921306,0.44277345135339236,0.0053473254456371661
AdaBoostClassifier,False,15,0.75186480186480187,0.15221213190348207,0.44277345135339236,0.0053473254456371661
GradientBoostingClassifier,False,15,0.74778554778554773,0.13390101980309294,0.44277345135339236,0.0053473254456371661
RandomForestClassifier,False,15,0.70163170163170163,0.10286761089845126,0.44277345135339236,0.0053473254456371661
VotingClassifier,False,15,0.66526806526806526,0.18575968034620208,0.44277345135339236,0.0053473254456371661
